인보이스 번호,5515253163,
인보이스 날짜,2026-02-28,
마감일,2026-03-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,430.08",
총 청구 금액,"₩586,249,568",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
NGL Korea,018CEF-B195F0-03264D,NGLMobilityTest,nglmobilitytest,sphinfo.co.kr,Google Maps Platform - Mobility Billing,BBEE-7ECA-3FE8,Mobility Accelerate count - Global,B634-6A6B-9A2D,Default,,사용량,2026-02-02,2026-02-28,"2,630",count,406199.921997,406200
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-AND,kia-au-premium-and,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-28,"5,060",count,8986.899364,8987
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-IOS,kia-au-premium-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-28,"5,255",count,8672.743056,8673
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-la-project,samsung-m-gspn-la-project,sphinfo.co.kr > samsung-m-gspn,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-28,537,count,3656.746768,3657
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-WEB,kia-au-web,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-28,"1,082",count,1527.071684,1527
pantos,01EF78-ADF325-25E5D9,pantos-LGEML ,pantos-lgeml,sphinfo.co.kr > pantos,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-27,203,count,1165.515186,1166
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-QA,gmp-oncloud-qa,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-02-02,2026-02-27,592,count,522.079303,522
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Thinking Text Output - Predictions,CD33-11F4-1220,Default,,사용량,2026-02-02,2026-02-28,"39,708",count,141.964024,142
nhn,01775C-1F3AE8-963929,Line-GMAP-Chirashi-Project,line-gmap-1-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-27,52,count,137.287679,137
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-02-02,2026-02-24,17,count,121.556798,122
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Output (Thinking On) - Predictions,A253-E8A3-DE5C,Default,,사용량,2026-02-02,2026-02-28,"32,012",count,114.449286,114
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Input - Predictions,FDAB-647C-5A22,Default,,사용량,2026-02-02,2026-02-28,"228,082",count,97.852642,98
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-02-02,2026-02-24,17,count,72.934079,73
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-AND,kia-au-basic-and,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-28,48,count,71.503999,72
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Output (Thinking On) - Predictions,A253-E8A3-DE5C,Default,,사용량,2026-02-02,2026-02-08,"9,461",count,33.824963,34
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Thinking Text Output - Predictions,CD33-11F4-1220,Default,,사용량,2026-02-02,2026-02-08,"6,414",count,22.931331,23
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,Default,,사용량,2026-02-02,2026-02-19,158.501,second,5.440039,5
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Input - Predictions,FDAB-647C-5A22,Default,,사용량,2026-02-02,2026-02-08,"3,757",count,1.611842,2
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out AsiaPacific to AsiaPacific,9EA6-AE6D-E34E,Default,,사용량,2026-02-02,2026-02-19,0.002,gibibyte,0.299623,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,Default,,사용량,2026-02-02,2026-02-19,14,count,0.200209,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,Default,,사용량,2026-02-02,2026-02-19,50.5,gibibyte second,0.180544,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Replication within Northern America,AED0-3315-7B11,Default,,사용량,2026-02-02,2026-02-19,0.002,gibibyte,0.049934,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Large Text Embedding Model - Predictions,E4FB-7AE2-9CAE,Default,,사용량,2026-02-02,2026-02-02,43,count,0.009224,0
amorepacific,011C63-46E87C-6D76D6,AP Google Map APIs,continual-rhino-247902,sphinfo.co.kr > amorepacific,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-02-02,2026-02-25,8,count,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-02-02,2026-02-26,46,count,0.000000,0
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-02,2026-02-27,23,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-02,2026-02-24,9,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-02-02,2026-02-24,9,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DMpro-Prod,dmpro-438006,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-02,2026-02-24,9,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-02,2026-02-27,94,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-02-02,2026-02-27,94,sessions,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-02,2026-02-27,94,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Prod,gmp-oncloud-prod,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-02-02,2026-02-27,18,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-QA,gmp-oncloud-qa,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-02,2026-02-27,553,count,0.000000,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-QA,gmp-oncloud-qa,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-02-02,2026-02-27,621,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,GSN-Interpark-Triple,gsn-interpark-triple-419809,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-02-02,2026-02-26,122,count,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-02-02,2026-02-26,61,count,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-02-02,2026-02-26,59,sessions,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-02-02,2026-02-26,61,count,0.000000,0
Japan-Rocket-Now,01EE8F-8560CA-DA017C,Japan-Rocket-Now-delivery,coupang-eats-delivery,sphinfo.co.kr > Japan Rocket Now,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Essentials,9EFF-679A-9B16,Default,,사용량,2026-02-02,2026-02-28,"38,440,846",count,0.000000,0
KAMCO,011E4C-42177C-09C320,KAMCO - project,kamco-project,sphinfo.co.kr,Maps Elevation API,11F2-A380-6357,Elevation,B43B-2A59-C153,Default,,사용량,2026-02-02,2026-02-25,11,count,0.000000,0
ntek,014C4E-D20B11-5D9474,N-Information-Tech - Project,n-information-tech-project,sphinfo.co.kr,Google Maps Tile API,8C3B-F556-9F01,Map Tiles API: 2D Map Tiles,0164-F76D-680A,Default,,사용량,2026-02-02,2026-02-02,8,count,0.000000,0
NGL Korea,018CEF-B195F0-03264D,NGLMobilityTest,nglmobilitytest,sphinfo.co.kr,Route Optimization API,0D08-5400-B9BF,RouteOptimization - FleetRouting,08E0-0D24-6C8E,Default,,사용량,2026-02-02,2026-02-27,286,count,0.000000,0
NGL Korea,018CEF-B195F0-03264D,NGLMobilityTest,nglmobilitytest,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-27,401,count,0.000000,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Number of queries with maps grounding for Flash and Flash Lite models.,CF7E-8CD7-D926,Default,,사용량,2026-02-02,2026-02-08,10,count,0.000000,0
Samsung-Logitech,0157C0-84B18E-442AE8,Samsung-Logitech,samsung-logitech,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,Default,,사용량,2026-02-02,2026-02-28,89,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-ActivityPlatform,yanolja-activityplatform,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-02-02,2026-02-26,319,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-FLEET-WEB,kia-au-fleet-web,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-26,105,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-IOS,kia-au-premium-ios,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-02,2026-02-28,"3,180",count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-WEB,kia-au-web,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-05,4,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-WEB,kia-nz-web,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-24,16,count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-02,2026-02-24,17,count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Find Place,DC67-3188-2294,Default,,사용량,2026-02-02,2026-02-24,17,count,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-27,178,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,Default,,사용량,2026-02-02,2026-02-02,56,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Places API (New),0776-5E2E-55E3,Places API Nearby Search Pro,99F9-A108-83A6,Default,,사용량,2026-02-02,2026-02-08,11,count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-02-02,2026-02-19,6,count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-02-02,2026-02-14,3,count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - japan postal code,koreanair-japan-postal-code,sphinfo.co.kr > koreanair,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-02-02,2026-02-27,"1,634",count,0.000000,0
kt-powertel,0170B5-EC75DC-A0DFDF,kt-powertel - project,map-for-work-int-34359667,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-02,2026-02-28,21,count,0.000000,0
mofa-callcenter,013BEE-9A876F-76463A,mofa-callcenter - project,mofa-callcenter-project,sphinfo.co.kr > mofa-callcenter,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-02-02,2026-02-24,23,count,0.000000,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Requests,2DA5-55D3-E679,Default,,사용량,2026-02-02,2026-02-19,14,count,0.000000,0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,BigQuery,24E6-581D-38E5,Analysis,1DF5-1F98-1DD1,Default,,사용량,2026-02-02,2026-02-24,0.056,tebibyte,0.000000,0
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-la-project,samsung-m-gspn-la-project,sphinfo.co.kr > samsung-m-gspn,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-28,123,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-27,993,count,0.000000,0
verygoodtour,01AE07-5591F9-530428,verygoodtour - project,map-for-work-ext-01553031,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-02,2026-02-26,65,count,0.000000,0
verygoodtour,01AE07-5591F9-530428,verygoodtour - project,map-for-work-ext-01553031,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-02,2026-02-27,42,count,0.000000,0
Visang,0181E3-ADBFEC-44869E,visang-maps-project,visang-maps-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-02,2026-02-28,112,count,0.000000,0
etc,01E541-1BB125-2312C6,SPH-BIGDATA,sph-bigdata,sphinfo.co.kr,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Seoul,2676-596E-776A,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-0.000034,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Large Text Embedding Model - Predictions,E4FB-7AE2-9CAE,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-02,,,-0.001107,-0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Replication within Northern America,AED0-3315-7B11,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-19,,,-0.005993,-0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-19,,,-0.024026,-0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out AsiaPacific to AsiaPacific,9EA6-AE6D-E34E,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-19,,,-0.035957,-0
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,,SPENDING_BASED_DISCOUNT,사용량,2026-02-02,2026-02-19,,,-0.180544,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Input - Predictions,FDAB-647C-5A22,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-08,,,-0.193420,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Thinking Text Output - Predictions,CD33-11F4-1220,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-08,,,-2.751762,-3
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-AgentSpace,sph-agentspace,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Output (Thinking On) - Predictions,A253-E8A3-DE5C,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-08,,,-4.058996,-4
nhn,01775C-1F3AE8-963929,naver - project,decoded-pivot-795,sphinfo.co.kr > naver,Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,,SPENDING_BASED_DISCOUNT,사용량,2026-02-02,2026-02-19,,,-5.440039,-5
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-24,,,-8.752092,-9
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Input - Predictions,FDAB-647C-5A22,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-11.742316,-12
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Text Output (Thinking On) - Predictions,A253-E8A3-DE5C,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-13.733913,-14
coupang,019ED0-3A1D89-455040,coupang-02 - project,coupang2-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-24,,,-14.586816,-15
nhn,01775C-1F3AE8-963929,Line-GMAP-Chirashi-Project,line-gmap-1-project,sphinfo.co.kr > naver,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-27,,,-16.474519,-16
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Vertex AI,C7E2-9256-1C43,Gemini 2.5 Flash GA Thinking Text Output - Predictions,CD33-11F4-1220,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-17.035683,-17
coupang,019ED0-3A1D89-455040,coupang-03 - project,coupang3-project,sphinfo.co.kr > coupang,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-93.355620,-93
coupang,019ED0-3A1D89-455040,coupang-01 - project,map-for-work-ext-102831228,sphinfo.co.kr > coupang,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-122.872471,-123
coupang,019ED0-3A1D89-455040,coupang-05 - project,coupang5-project,sphinfo.co.kr > coupang,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-27,,,-531.410670,-531
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-6490.944223,-6491
koreaairport,01771C-2FB3D7-289CF8,koreaairport-sub - project,koreaairport-sub-project,sphinfo.co.kr > koreaairport,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-10297.621052,-10298
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEUK,dmst-lgeuk,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-12340.447181,-12340
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-26873.719916,-26874
hyundaicard-translate,017E34-66E7A2-B27CB0,hyundaicard-translate - pjt,hyundai-autoever-project,sphinfo.co.kr,Translate,1DB1-3CD3-35A3,Neural Translation Model Predictions,D90A-CFB2-7CCD,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-28671.701449,-28672
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Places API Place Details Photos,DCD1-FE97-8C71,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-34770.679132,-34771
hanatour,016740-391F9E-D9ACDA,hanatour-openchat,hanatour-openchat,sphinfo.co.kr > hanatour,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-37913.726938,-37914
lg-dmst,0171B4-1575B6-A3A335,dmst-GSFS,dmst-gsfs,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-47677.170444,-47677
NGL Korea,018CEF-B195F0-03264D,NGLMobilityTest,nglmobilitytest,sphinfo.co.kr,Google Maps Platform - Mobility Billing,BBEE-7ECA-3FE8,Mobility Accelerate count - Global,B634-6A6B-9A2D,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-48743.991209,-48744
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-51272.924736,-51273
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-98309.973521,-98310
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise + Atmosphere,EB23-5ECC-F753,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-104372.958930,-104373
ibk,01FF5E-93B686-7049C9,ibk - project,ibk-project-326202,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-02-02,2026-02-28,,,-114903.610575,-114904
