인보이스 번호,5515253163,
인보이스 날짜,2026-02-28,
마감일,2026-03-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,430.08",
총 청구 금액,"₩586,249,568",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-02-01,2026-02-26,972,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-27,"1,046",count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-02-01,2026-02-24,31,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-01,2026-02-27,43,count,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,Yanolja-GlobalMap,yanolja-globalmap,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-02-01,2026-02-24,114,count,0.000000,0
apqa,014D2C-B956FF-714D9E,apqa - project,maps-asset-86248476,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-27,539,count,0.000000,0
apqa,014D2C-B956FF-714D9E,apqa - project,maps-asset-86248476,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
asianaairline,01D1BA-D11336-BCA866,asianaairline - project,map-for-work-asset-01609261,sphinfo.co.kr,Maps Elevation API,11F2-A380-6357,Elevation,B43B-2A59-C153,Default,,사용량,2026-02-01,2026-02-27,117,count,0.000000,0
asianaairline,01D1BA-D11336-BCA866,asianaairline - project,map-for-work-asset-01609261,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,827,count,0.000000,0
asianaairline,01D1BA-D11336-BCA866,asianaairline - project,map-for-work-asset-01609261,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
atomy,01F469-BE29AC-8956DD,atomy - project,atomy-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.004,gibibyte,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,754,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-PREMIUM-AND,kia-au-premium-and,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"6,713",count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-IN-BASIC-AND,kia-in-basic-and,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,256,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-IN-BASIC-IOS,kia-in-basic-ios,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,578,count,0.000000,0
samsung-clab,0144B9-07DC01-72FFA3,c-lab - project,c-lab-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Essentials,9EFF-679A-9B16,Default,,사용량,2026-02-01,2026-02-27,"5,570",count,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-01,2026-02-24,"2,552",count,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,"3,608",count,0.000000,0
lotte-card,016506-5A6913-4D9865,checkinseoul map,shining-wharf-456323-i4,sphinfo.co.kr > lotte card,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
cj-korea-express,0168DE-63BE7E-3428BB,cj-korea-express - project,maps-asset-13209027,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,"6,926",count,0.000000,0
cj-korea-express,0168DE-63BE7E-3428BB,cj-korea-express - project,maps-asset-13209027,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-01 - project,map-for-work-ext-102831228,sphinfo.co.kr > coupang,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-03 - project,coupang3-project,sphinfo.co.kr > coupang,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"121,803",count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-04 - project,coupang4-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"57,981",count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-05 - project,coupang5-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-27,237,count,0.000000,0
coupang,019ED0-3A1D89-455040,coupang-05 - project,coupang5-project,sphinfo.co.kr > coupang,Places API,213C-9623-1402,Query Autocomplete - Per Request,C4B1-8805-63EF,Default,,사용량,2026-02-01,2026-02-27,"1,272",count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"344,645",count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.004,gibibyte,0.000000,0
daelim,01081A-01A8CB-23CC75,daelim - project,daelim-project,sphinfo.co.kr,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-01,2026-02-26,27,count,0.000000,0
daelim,01081A-01A8CB-23CC75,daelim - project,daelim-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,"1,584",count,0.000000,0
daelim,01081A-01A8CB-23CC75,daelim - project,daelim-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
datasam,019D67-10CBA9-EBA3CE,datasam - project,datasam-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,dmst-LGEAI,dmst-lgeai,sphinfo.co.kr > lg-dmst,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"58,117",count,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,dmst-LGECI,dmst-lgeci,sphinfo.co.kr > lg-dmst,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-27,153,count,0.000000,0
lg-dmst,0171B4-1575B6-A3A335,dmst-LGECI,dmst-lgeci,sphinfo.co.kr > lg-dmst,Directions API,B7D9-FDCB-15D8,Directions Advanced,9407-00C2-CF85,Default,,사용량,2026-02-01,2026-02-27,"1,195",count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"166,200",count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,319,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
smartthings-find,015D54-73AF8D-C0E9D9,find-smart - project,smart-things-find-project,sphinfo.co.kr > SmartThings,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"3,428",count,0.000000,0
smartthings-find,015D54-73AF8D-C0E9D9,find-smart - project,smart-things-find-project,sphinfo.co.kr > SmartThings,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
galaxy-book,01A1CA-5274FF-6A9970,galaxy-book - project,galaxy-book-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
Geosurvey,01FC50-7BB077-5C4C21,geosurvey-project,geosurvey-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"198,053",count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,147,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-02-01,2026-02-28,108,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,118,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-02-01,2026-02-25,21,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-02-01,2026-02-28,108,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-02-01,2026-02-28,108,count,0.000000,0
git-kia-motors,014168-C030CA-B4BB88,git-kia-motors - project,git-kia-motors-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,330,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Composer,1992-3666-B975,Cloud Composer GOOGLE-API Data Transfer Out,25C6-4E91-086B,Default,,사용량,2026-02-01,2026-02-28,873.302,gibibyte,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Composer,1992-3666-B975,Cloud Composer Network Intra Zone Data Transfer Out,A867-6769-DC36,Default,,사용량,2026-02-01,2026-02-28,82.175,gibibyte,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,Default,,사용량,2026-02-01,2026-02-28,28,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,BigQuery,24E6-581D-38E5,Long Term Logical Storage (asia-northeast3),418B-0BC7-A7F1,Default,,사용량,2026-02-01,2026-02-28,0.68,gibibyte month,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,1.494,gibibyte,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,gpstracking - project,gpstracking-project,sphinfo.co.kr > koreanair,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-18,2,count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,gpstracking - project,gpstracking-project,sphinfo.co.kr > koreanair,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-02-01,2026-02-18,2,count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise,2D9A-3DE0-3766,Default,,사용량,2026-02-01,2026-02-28,84,count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-02-01,2026-02-10,"1,780",count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API (New),0776-5E2E-55E3,Places API Place Details Essentials (IDs Only),5C36-E272-E88F,Default,,사용량,2026-02-01,2026-02-28,"11,908",count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"6,262",count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-02-01,2026-02-27,299,sessions,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour - project,map-for-work-ext-125836178,sphinfo.co.kr > hanatour,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-02-01,2026-02-28,"1,700",count,0.000000,0
hanatour,016740-391F9E-D9ACDA,hanatour-openchat,hanatour-openchat,sphinfo.co.kr > hanatour,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"14,004",count,0.000000,0
hmc,01C9FD-268FD1-B8ABD2,hmc - project,map-for-work-int-04626085,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-26,149,count,0.000000,0
hmc,01C9FD-268FD1-B8ABD2,hmc - project,map-for-work-int-04626085,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,hyundai-autolink - project,map-for-work-ext-61638562,sphinfo.co.kr > hyundai-autolink,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
hyundai-gs,01B10A-B90345-0D2684,hyundai-gs - project,hyundai-gs-project,sphinfo.co.kr,Maps Elevation API,11F2-A380-6357,Elevation,B43B-2A59-C153,Default,,사용량,2026-02-01,2026-02-28,593,count,0.000000,0
hyundaicard-universe,015AB5-FC9E1A-5F35E7,hyundaicard - universe,hyundaicard-universe,sphinfo.co.kr > hyundaicard-universe,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
hyundaicard-translate,017E34-66E7A2-B27CB0,hyundaicard-translate - pjt,hyundai-autoever-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
hyundaigloviscoltd,01A70C-54C8CB-B3F403,hyundaigloviscoltd - project,map-for-work-asset-102242301,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,404,count,0.000000,0
hyundaigloviscoltd,01A70C-54C8CB-B3F403,hyundaigloviscoltd - project,map-for-work-asset-102242301,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
ibk,01FF5E-93B686-7049C9,ibk - project,ibk-project-326202,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
GSN-Yanolja Group,016093-630C3D-5C03B9,interpark-tour-project,interpark-tour-project,sphinfo.co.kr > GS-Neotek > Interpark-Triple,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
jch,01C2B8-01ECD2-F4F755,jch - project,jch-project-210505,sphinfo.co.kr > jch,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
kakao,011DBA-225A54-E38AD6,kakao - kakaotalk,kakao-kakaotalk,sphinfo.co.kr > kakao,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"133,141",count,0.000000,0
kakao,011DBA-225A54-E38AD6,kakao - project,api-project-109986790340,sphinfo.co.kr > kakao,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"819,089",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-27,"1,262",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,"6,064",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-global-rent,kakao-mobility-global-rent,sphinfo.co.kr > kakao-mobility,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-02-01,2026-02-28,"8,249",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-k-ride,kakao-mobility-k-ride,sphinfo.co.kr > kakao-mobility,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-02-01,2026-02-28,"137,471",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-leisure,kakao-mobility-leisure,sphinfo.co.kr > kakao-mobility,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-02-01,2026-02-28,"2,870",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt - project,kakao-mobility-splyt-project,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Place Details Essentials (IDs Only),5C36-E272-E88F,Default,,사용량,2026-02-01,2026-02-28,56,count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt-company,kakao-mobility-splyt-company,sphinfo.co.kr > kakao-mobility,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"2,144",count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt-company,kakao-mobility-splyt-company,sphinfo.co.kr > kakao-mobility,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-01,2026-02-28,"2,144",count,0.000000,0
knox,01A53A-A12E49-A01ECB,knox - project,samsung-knox-project,sphinfo.co.kr > knox,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
knox,01A53A-A12E49-A01ECB,knox-sub - project,samsung-knox-sub-project,sphinfo.co.kr > knox,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-28,"1,189",count,0.000000,0
kopri,013F62-29050A-D5FDAA,kopri - project,kopri-project,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-02-01,2026-02-27,"3,158",count,0.000000,0
kopri,013F62-29050A-D5FDAA,kopri - project,kopri-project,sphinfo.co.kr,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.002,gibibyte,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-02-01,2026-02-28,4,count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"2,192",count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-02-01,2026-02-28,644,count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-02-01,2026-02-28,729,count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-01,2026-02-28,"1,459",count,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,사용량,2026-02-01,2026-02-28,0.005,gibibyte,0.000000,0
koreaairport,01771C-2FB3D7-289CF8,koreaairport - project,map-for-work-ext-110155874,sphinfo.co.kr > koreaairport,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-02-01,2026-02-28,"1,054",count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - japan postal code,koreanair-japan-postal-code,sphinfo.co.kr > koreanair,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-02-01,2026-02-28,"3,522",count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - japan postal code,koreanair-japan-postal-code,sphinfo.co.kr > koreanair,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-02-01,2026-02-28,"3,522",count,0.000000,0
koreanair,017CF6-A8F3C0-8F8FDC,koreanair - project,koreanair-project,sphinfo.co.kr > koreanair,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,Default,,사용량,2026-02-01,2026-02-28,"2,471",count,0.000000,0
