인보이스 번호,5540519493,
인보이스 날짜,2026-03-31,
마감일,2026-04-30,
결제 ID,4907-3667-0302,
결제 계정 ID,01DA80-8E7EBE-D7F984,
통화,KRW,
환율,"1,427.87",
총 청구 금액,"₩609,987,414",
결제 계정 이름,결제 계정 ID,프로젝트 이름,프로젝트 ID,프로젝트 계층 구조,서비스 설명,서비스 ID,SKU 설명,SKU ID,소비 모델 설명,크레딧 유형,비용 유형,사용량 시작일,사용량 종료일,사용량,사용량 단위,반올림되지 않은 비용(₩),비용(₩)
pittasoft,01A62D-1B5E62-3F4679,pittasoft - project,map-for-work-asset-81602363,sphinfo.co.kr > pittasoft,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-24,2026-03-24,1,count,0.000000,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Seoul to EMEA,98AE-34C5-8D20,,RESELLER_MARGIN,사용량,2026-03-24,2026-03-28,,,-0.000024,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Frankfurt,0008-5128-C152,,RESELLER_MARGIN,사용량,2026-03-24,2026-03-28,,,-0.000067,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Seoul to Americas,2B78-6178-F582,,RESELLER_MARGIN,사용량,2026-03-24,2026-03-31,,,-0.000078,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Seoul to London,2ED6-3BB5-FADE,,RESELLER_MARGIN,사용량,2026-03-24,2026-03-30,,,-0.000207,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Seoul to APAC,0DBF-7B11-1C9D,Default,,사용량,2026-03-23,2026-03-31,0.009,gibibyte,2.335864,2
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL: Backups in Seoul,8519-2869-D7C1,Default,,사용량,2026-03-23,2026-03-31,0.006,gibibyte month,0.909462,1
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Seoul to Americas,173A-5A39-18A2,Default,,사용량,2026-03-23,2026-03-31,0,gibibyte,0.040606,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Connect Data Transfer Out APAC,C290-B72E-DA4E,Default,,사용량,2026-03-23,2026-03-31,0,gibibyte,0.008497,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Seoul to Finland,5C40-7206-C82D,Default,,사용량,2026-03-23,2026-03-31,0,gibibyte,0.000057,0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Oncloud-Dev,gmp-oncloud-dev,sphinfo.co.kr > hanwha-vision,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-03-23,2026-03-23,1,count,0.000000,0
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility - project,kakao-mobility-project,sphinfo.co.kr > kakao-mobility,Places API (New),0776-5E2E-55E3,Places API Place Details Essentials (IDs Only),5C36-E272-E88F,Default,,사용량,2026-03-23,2026-03-23,1,count,0.000000,0
pantos,01EF78-ADF325-25E5D9,pantos-LGERS-YMS,pantos-lgers-yms,sphinfo.co.kr > pantos,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-23,2026-03-23,1,count,0.000000,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Seoul to Finland,5C40-7206-C82D,,RESELLER_MARGIN,사용량,2026-03-23,2026-03-31,,,-0.000006,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Inter Connect Data Transfer Out APAC,C290-B72E-DA4E,,RESELLER_MARGIN,사용량,2026-03-23,2026-03-31,,,-0.001019,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Seoul to Americas,173A-5A39-18A2,,RESELLER_MARGIN,사용량,2026-03-23,2026-03-31,,,-0.004868,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL: Backups in Seoul,8519-2869-D7C1,,RESELLER_MARGIN,사용량,2026-03-23,2026-03-31,,,-0.109104,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Seoul to APAC,0DBF-7B11-1C9D,,RESELLER_MARGIN,사용량,2026-03-23,2026-03-31,,,-0.280305,-0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - vCPU in Seoul,0304-17F6-DF49,Default,,사용량,2026-03-22,2026-03-31,216.005,hour,16562.532870,16563
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - RAM in Seoul,15DD-D826-2867,Default,,사용량,2026-03-22,2026-03-31,810.019,gibibyte hour,10525.073238,10525
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in Seoul,B160-DAEA-03EE,Default,,사용량,2026-03-22,2026-03-31,2.907,gibibyte month,917.393736,917
nhn,01775C-1F3AE8-963929,Travel AI Agent,line-travel-ai-agent,sphinfo.co.kr > naver,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Essentials,9EFF-679A-9B16,Default,,사용량,2026-03-22,2026-03-22,1,count,0.542591,1
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB: Network Data Transfer Out Internet Premium between North America and Latin America,50DD-799B-BFCF,Default,,사용량,2026-03-22,2026-03-23,0,gibibyte,0.000052,0
Bespinglobal-Myrealtrip,01EE41-6CE54F-CC545A,Bespinglobal-Myrealtrip,bespinglobal-myrealtrip,sphinfo.co.kr > bespin-global > MyRealTrip,Places API,213C-9623-1402,Autocomplete (included with Places Details) - Per Session,E9C9-934B-DDB1,Default,,사용량,2026-03-22,2026-03-23,2,sessions,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Maps API,1934-AA85-20F9,Dynamic Street View,658E-F885-E11A,Default,,사용량,2026-03-22,2026-03-31,333,count,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-03-22,2026-03-31,310,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-BASIC-IOS,kia-nz-basic-ios,sphinfo.co.kr > hyundai-autolink,Maps API,1934-AA85-20F9,Maps SDK,6DE1-4D9C-5B67,Default,,사용량,2026-03-22,2026-03-22,2,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Geolocation API,0245-C3C9-3864,Geolocation,51AF-D64F-9ABD,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Maps Elevation API,11F2-A380-6357,Elevation,B43B-2A59-C153,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-22,2026-03-22,4,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-22,2026-03-22,4,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Find Place,DC67-3188-2294,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-22,2026-03-22,4,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Roads API,3679-7487-549C,Roads - Nearest Road,6108-C697-9EA5,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Roads API,3679-7487-549C,Roads - Route Traveled,9806-C277-BCCA,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Roads API,3679-7487-549C,Roads - Speed Limits,BC44-A4CC-322A,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Street View Static API,9208-3D32-4342,Static Street View,9BD0-A2EE-44C3,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-03-22,2026-03-22,1,count,0.000000,0
dogtra,01202D-367DB7-EE2696,dogtra - project,maps-asset-07328274,sphinfo.co.kr,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,Default,,사용량,2026-03-22,2026-03-22,14,count,0.000000,0
samsung-visitin,0105E5-0B098D-4C2136,samsung-visitin,samsung-visitin,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-22,2026-03-30,7,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,AlloyDB,C49F-B7F2-7416,AlloyDB: Network Data Transfer Out Internet Premium between North America and Latin America,50DD-799B-BFCF,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-23,,,-0.000006,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Los Angeles,0DB8-3735-3C1C,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-0.000064,-0
nhn,01775C-1F3AE8-963929,Travel AI Agent,line-travel-ai-agent,sphinfo.co.kr > naver,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Essentials,9EFF-679A-9B16,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-22,,,-0.065111,-0
hyundai-autolink,014334-757ACF-140FE7,autolink-NZ-PREMIUM-IOS,kia-nz-premium-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-26,,,-3.426888,-3
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in Seoul,B160-DAEA-03EE,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-110.087343,-110
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-DesignPro-QA,toolbox2-qa,sphinfo.co.kr > hanwha-vision,Places API (New),0776-5E2E-55E3,Places API Text Search Pro,4FDA-34B1-A910,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-438.641669,-439
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - RAM in Seoul,15DD-D826-2867,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-1263.008931,-1263
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,SPH-Billing-Hub,sph-billing-hub,sphinfo.co.kr,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - vCPU in Seoul,0304-17F6-DF49,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-1987.504196,-1988
kakao-mobility,015C5C-C6F675-275BD4,kakao-mobility-splyt-company,kakao-mobility-splyt-company,sphinfo.co.kr > kakao-mobility,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,,RESELLER_MARGIN,사용량,2026-03-22,2026-03-31,,,-2337.725303,-2338
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Geolocation API,0245-C3C9-3864,Geolocation,51AF-D64F-9ABD,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Maps Elevation API,11F2-A380-6357,Elevation,B43B-2A59-C153,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-21,2026-03-21,4,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Places Photo,81E7-85D0-58A7,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-21,2026-03-21,4,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Find Place,DC67-3188-2294,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Places - Text Search,E95A-86C7-7F47,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-21,2026-03-21,4,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Places API,213C-9623-1402,Places Details,FC5C-DF28-543F,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Roads API,3679-7487-549C,Roads - Nearest Road,6108-C697-9EA5,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Roads API,3679-7487-549C,Roads - Route Traveled,9806-C277-BCCA,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Street View Static API,9208-3D32-4342,Static Street View,9BD0-A2EE-44C3,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Directions API,B7D9-FDCB-15D8,Directions,28A8-3EB4-4595,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Time Zone API,C250-726E-A553,Time Zone,91DF-9B59-4BBD,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-21,2026-03-21,1,count,0.000000,0
cupist,01D97D-2A4D9C-74B62C,cupist-gmp-project,cupist-gmp-project,sphinfo.co.kr,Distance Matrix API,E1D8-71A6-53DE,Distance Matrix,C1B6-FF9D-7700,Default,,사용량,2026-03-21,2026-03-21,14,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Delhi,53D2-C558-1BD8,,RESELLER_MARGIN,사용량,2026-03-21,2026-03-28,,,-0.000049,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Salt Lake City,8095-377D-196C,,RESELLER_MARGIN,사용량,2026-03-21,2026-03-29,,,-0.000137,-0
BespinGlobal-TeamO2,01C5D5-CFBDBE-B0C836,Bespinglobal-TeamO2,bespinglobal-teamo2,sphinfo.co.kr,Places API,213C-9623-1402,Autocomplete - Per Request,7384-2DE4-D388,,RESELLER_MARGIN,사용량,2026-03-21,2026-03-31,,,-2223.772725,-2224
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-QA,sightmind-qa-440204,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,Default,,사용량,2026-03-20,2026-03-20,1,count,9.995090,10
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Places API,213C-9623-1402,Places - Nearby Search,6B23-8A17-D29D,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Places API,213C-9623-1402,Basic Data,75D4-C522-326B,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Places API,213C-9623-1402,Atmosphere Data,D63D-5CC5-302A,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-IOS,kia-au-basic-ios,sphinfo.co.kr > hyundai-autolink,Places API,213C-9623-1402,Contact Data,F095-CD01-81B2,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
samsung-find,016B7F-A966CC-66E2B6,samsung-find,samsung-find-410705,sphinfo.co.kr > samsung-find,Street View Static API,9208-3D32-4342,Static Street View,9BD0-A2EE-44C3,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
samsung-find,016B7F-A966CC-66E2B6,samsung-find,samsung-find-410705,sphinfo.co.kr > samsung-find,Maps Static API,CF79-2786-ADFC,Static Maps,3C2D-B525-2E5F,Default,,사용량,2026-03-20,2026-03-20,1,count,0.000000,0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Santiago,59B5-DB83-7106,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-20,,,-0.000032,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Osaka,92F7-2229-3818,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-27,,,-0.000044,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Tel Aviv,82BA-10C2-3785,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-29,,,-0.000046,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Virginia,C385-DF89-162B,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-28,,,-0.000078,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Doha,837B-14FC-3050,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-29,,,-0.000092,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage London,F08E-9234-C2BC,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-30,,,-0.000121,-0
etc,01E541-1BB125-2312C6,gmp-test-project,gmp-test-project-277107,sphinfo.co.kr > sph-test,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Johannesburg,64BC-0D0F-DB5E,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-30,,,-0.000131,-0
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-SightMind-QA,sightmind-qa-440204,sphinfo.co.kr > hanwha-vision,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-20,,,-1.199411,-1
hyundai-autolink,014334-757ACF-140FE7,autolink-AU-BASIC-AND,kia-au-basic-and,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-27,,,-5.140332,-5
hyundai-autolink,014334-757ACF-140FE7,autolink-IN-BASIC-IOS,kia-in-basic-ios,sphinfo.co.kr > hyundai-autolink,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-29,,,-31.698714,-32
samsung-m-gspn,010B50-E40E72-1474C8,samsung-m-gspn-qa-project,samsung-m-gspn-qa-project,sphinfo.co.kr > samsung-m-gspn,Translate,1DB1-3CD3-35A3,Neural Translation Model Predictions,D90A-CFB2-7CCD,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-31,,,-990.764781,-991
StudioG,014FAE-441BFE-12B09A,ChiangMaiDRT,chiangmaidrt,sphinfo.co.kr,Navigation API,F693-D53B-4ACE,Navigation Request,AF6D-A7B0-31CF,,RESELLER_MARGIN,사용량,2026-03-20,2026-03-31,,,-10070.767110,-10071
han-pass,0138A2-EB53FC-5F93D8,han-pass-project,han-pass,sphinfo.co.kr > HanPass,Places API (New),0776-5E2E-55E3,Places API Place Details Enterprise,2D9A-3DE0-3766,Default,,사용량,2026-03-19,2026-03-31,"1,095",count,2712.952988,2713
hanwha-vision,01D1DD-A1FFE0-D81B3A,GMP-Protal-Dev,gmp-protal-dev,sphinfo.co.kr > hanwha-vision,Places API,213C-9623-1402,Autocomplete without Places Details - Per Session,B52C-8320-6DC5,Default,,사용량,2026-03-19,2026-03-19,1,count,0.000000,0
Ground K,0147BD-0C99EC-A7BCCD,GroundK-gmp-project,seismic-mantis-309901,sphinfo.co.kr,Street View Static API,9208-3D32-4342,Static Street View,9BD0-A2EE-44C3,Default,,사용량,2026-03-19,2026-03-30,225,count,0.000000,0
nhn,01775C-1F3AE8-963929,Travel AI Agent,line-travel-ai-agent,sphinfo.co.kr > naver,Google Maps Platform - Routes,0161-1616-FF1D,Routes: Compute Routes Pro,02F7-1B55-DC90,Default,,사용량,2026-03-19,2026-03-22,13,count,0.000000,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,lolog,log-490605,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Places API Place Details Pro,4ED6-464A-2AFC,Default,,사용량,2026-03-19,2026-03-19,5,count,0.000000,0
Billing Account for sphinfo.co.kr,01DA80-8E7EBE-D7F984,lolog,log-490605,sphinfo.co.kr,Places API (New),0776-5E2E-55E3,Autocomplete Requests,4EF4-B17C-B31A,Default,,사용량,2026-03-19,2026-03-19,17,count,0.000000,0
